Date,Activity,SubActivity,Department,CostCentre,State,UOM,Source,Identifier,Quantity,Description
1/4/2029,Combustion,Diesel,Mining,Rehandling,QLD,kL,Budget,Budget|Diesel|Rehandling,528.03471,Diesel - Stationary
1/4/2029,Combustion,Diesel,Processing,,QLD,kL,Budget,Budget|Diesel|nan,52.58412,Diesel - Stationary
1/4/2029,Combustion,LPG,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|LPG|Projects and Work Orders,0.22806,LPG - Cylinders
1/4/2029,Combustion,LPG,Processing,Gold Room,QLD,kL,Budget,Budget|LPG|Gold Room,82.56858,LPG - Bulk liquid
1/4/2029,Combustion,Lubricants,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|Lubricants|Projects and Work Orders,84.50166,Engine oil
1/4/2029,Electricity,Grid Power,Commercial & Administration,Brisbane Office,QLD,kWh,Budget,Budget|Grid Power|Brisbane Office,1522.0,Grid electricity
1/4/2029,Electricity,Grid Power,Commercial & Administration,Crushing - Fixed,QLD,kWh,Budget,Budget|Grid Power|Crushing - Fixed,2156.31,Grid electricity
1/4/2029,Electricity,Grid Power,Commercial & Administration,Management Services,QLD,kWh,Budget,Budget|Grid Power|Management Services,77914.7,Grid electricity
1/4/2029,Electricity,Grid Power,Commercial & Administration,Milling,QLD,kWh,Budget,Budget|Grid Power|Milling,24305164.55,Grid electricity
1/4/2029,Electricity,Grid Power,Commercial & Administration,Nolans South Crusher,QLD,kWh,Budget,Budget|Grid Power|Nolans South Crusher,340597.2,Grid electricity
1/4/2029,Electricity,Grid Power,Commercial & Administration,Residential,QLD,kWh,Budget,Budget|Grid Power|Residential,106302.34,Grid electricity
1/4/2029,Electricity,Grid Power,Commercial & Administration,Suhrs Creek Rd,QLD,kWh,Budget,Budget|Grid Power|Suhrs Creek Rd,134725.1,Grid electricity
1/4/2029,Electricity,Grid Power,Commercial & Administration,Tailings Disposal,QLD,kWh,Budget,Budget|Grid Power|Tailings Disposal,170047.86,Grid electricity
1/4/2029,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,671040.0,Ore Milled
1/4/2029,Mining,Ore ROM,Mining,ROM,QLD,t,Budget,Budget|Ore ROM|ROM,1658333.33,BRW Non-Beneficiated Ore - HG
1/4/2029,Reagent,Cyanide,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Cyanide|Leach & Adsorption,1940.0331,Cyanide
1/4/2029,Reagent,Lime,Mining Open Pit,Projects and Work Orders,QLD,t,Budget,Budget|Lime|Projects and Work Orders,0.0677,Lime
1/4/2029,Reagent,Lime,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Lime|Leach & Adsorption,3467.4158,Lime
1/4/2029,Reagent,Soda Ash,Mining,Projects and Work Orders,QLD,kg,Budget,Budget|Soda Ash|Projects and Work Orders,133.48,Soda ash
1/4/2029,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,14638.0,Gold Recovered
1/4/2029,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,15711.0,Gold Sold
1/4/2029,Wear Item,Grinding Media,Processing,Milling,QLD,t,Budget,Budget|Grinding Media|Milling,1437.332,Grinding Media
1/4/2029,Wear Item,Tyres,Maintenance,Hauling,QLD,Each,Budget,Budget|Tyres|Hauling,2.2564,Tyres
1/4/2029,Wear Item,Tyres,Maintenance,Mobile Equipment,QLD,Each,Budget,Budget|Tyres|Mobile Equipment,2.8205,Tyres
1/4/2029,Wear Item,Tyres,Mining Open Pit,Projects and Work Orders,QLD,Each,Budget,Budget|Tyres|Projects and Work Orders,39.8634,Tyres
1/4/2030,Blasting,Explosives,Mining Open Pit,Blasting,QLD,t,Budget,Budget|Explosives|Blasting,682770.1836,Explosives
1/4/2030,Combustion,Acetylene,Mining,Projects and Work Orders,QLD,m3,Budget,Budget|Acetylene|Projects and Work Orders,15.9099,Acetylene gas
1/4/2030,Combustion,Diesel,Mining,Blasting,QLD,kL,Budget,Budget|Diesel|Blasting,2.008750974,Diesel - Stationary
1/4/2030,Combustion,Diesel,Mining,Crushing - Fixed,QLD,kL,Budget,Budget|Diesel|Crushing - Fixed,0.988144339,Diesel - Stationary
1/4/2030,Combustion,Diesel,Mining,Crushing - Supplemental,QLD,kL,Budget,Budget|Diesel|Crushing - Supplemental,0.013088004,Diesel - Stationary
1/4/2030,Combustion,Diesel,Mining,Drilling - Production,QLD,kL,Budget,Budget|Diesel|Drilling - Production,56.84765258,Diesel - Stationary
1/4/2030,Combustion,Diesel,Mining,Environment,QLD,kL,Budget,Budget|Diesel|Environment,0.100281217,Diesel - Stationary
1/4/2030,Combustion,Diesel,Mining,Exploration and Development,QLD,kL,Budget,Budget|Diesel|Exploration and Development,6.401284365,Diesel - Stationary
1/4/2030,Combustion,Diesel,Mining,Geotechnical,QLD,kL,Budget,Budget|Diesel|Geotechnical,1.733869262,Diesel - Stationary
1/4/2030,Combustion,Diesel,Mining,Grade Control,QLD,kL,Budget,Budget|Diesel|Grade Control,3.816626851,Diesel - Stationary
1/4/2030,Combustion,Diesel,Mining,Hauling,QLD,kL,Budget,Budget|Diesel|Hauling,1228.520379,Diesel - Stationary
1/4/2030,Combustion,Diesel,Mining,Light Vehicles,QLD,kL,Budget,Budget|Diesel|Light Vehicles,12.96552571,Diesel - Stationary
1/4/2030,Combustion,Diesel,Mining,Loading,QLD,kL,Budget,Budget|Diesel|Loading,356.5427256,Diesel - Stationary
1/4/2030,Combustion,Diesel,Mining,Management Services,QLD,kL,Budget,Budget|Diesel|Management Services,4.144956978,Diesel - Stationary
1/4/2030,Combustion,Diesel,Mining,Mobile Equipment,QLD,kL,Budget,Budget|Diesel|Mobile Equipment,150.3602966,Diesel - Stationary
1/4/2030,Combustion,Diesel,Mining,Nolans South Crusher,QLD,kL,Budget,Budget|Diesel|Nolans South Crusher,45.69676766,Diesel - Stationary
1/4/2030,Combustion,Diesel,Mining,Operations Administration,QLD,kL,Budget,Budget|Diesel|Operations Administration,0.279951731,Diesel - Stationary
1/4/2030,Combustion,Diesel,Mining,Rehandling,QLD,kL,Budget,Budget|Diesel|Rehandling,310.4577493,Diesel - Stationary
1/4/2030,Combustion,Diesel,Processing,,QLD,kL,Budget,Budget|Diesel|nan,52.58412,Diesel - Stationary
1/4/2030,Combustion,LPG,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|LPG|Projects and Work Orders,0.14118,LPG - Cylinders
1/4/2030,Combustion,LPG,Processing,Gold Room,QLD,kL,Budget,Budget|LPG|Gold Room,82.56858,LPG - Bulk liquid
1/4/2030,Combustion,Lubricants,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|Lubricants|Projects and Work Orders,49.6845,Engine oil
1/4/2030,Electricity,Grid Power,Commercial & Administration,Brisbane Office,QLD,kWh,Budget,Budget|Grid Power|Brisbane Office,1522.0,Grid electricity
1/4/2030,Electricity,Grid Power,Commercial & Administration,Crushing - Fixed,QLD,kWh,Budget,Budget|Grid Power|Crushing - Fixed,2156.31,Grid electricity
1/4/2030,Electricity,Grid Power,Commercial & Administration,Management Services,QLD,kWh,Budget,Budget|Grid Power|Management Services,77914.7,Grid electricity
1/4/2030,Electricity,Grid Power,Commercial & Administration,Milling,QLD,kWh,Budget,Budget|Grid Power|Milling,24305164.55,Grid electricity
1/4/2030,Electricity,Grid Power,Commercial & Administration,Nolans South Crusher,QLD,kWh,Budget,Budget|Grid Power|Nolans South Crusher,340597.2,Grid electricity
1/4/2030,Electricity,Grid Power,Commercial & Administration,Residential,QLD,kWh,Budget,Budget|Grid Power|Residential,106302.34,Grid electricity
1/4/2030,Electricity,Grid Power,Commercial & Administration,Suhrs Creek Rd,QLD,kWh,Budget,Budget|Grid Power|Suhrs Creek Rd,134725.1,Grid electricity
1/4/2030,Electricity,Grid Power,Commercial & Administration,Tailings Disposal,QLD,kWh,Budget,Budget|Grid Power|Tailings Disposal,170047.86,Grid electricity
1/4/2030,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,671040.0,Ore Milled
1/4/2030,Mining,Ore ROM,Mining,ROM,QLD,t,Budget,Budget|Ore ROM|ROM,975000.0,BRW Non-Beneficiated Ore - HG
1/4/2030,Reagent,Cyanide,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Cyanide|Leach & Adsorption,1140.6225,Cyanide
1/4/2030,Reagent,Lime,Mining Open Pit,Projects and Work Orders,QLD,t,Budget,Budget|Lime|Projects and Work Orders,0.0398,Lime
1/4/2030,Reagent,Lime,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Lime|Leach & Adsorption,2038.6314,Lime
1/4/2030,Reagent,Soda Ash,Mining,Projects and Work Orders,QLD,kg,Budget,Budget|Soda Ash|Projects and Work Orders,78.48,Soda ash
1/4/2030,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,14638.0,Gold Recovered
1/4/2030,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,15711.0,Gold Sold
1/4/2030,Wear Item,Grinding Media,Processing,Milling,QLD,t,Budget,Budget|Grinding Media|Milling,845.0646,Grinding Media
1/4/2030,Wear Item,Tyres,Maintenance,Hauling,QLD,Each,Budget,Budget|Tyres|Hauling,1.3266,Tyres
1/4/2030,Wear Item,Tyres,Maintenance,Mobile Equipment,QLD,Each,Budget,Budget|Tyres|Mobile Equipment,1.6583,Tyres
1/4/2030,Wear Item,Tyres,Mining Open Pit,Projects and Work Orders,QLD,Each,Budget,Budget|Tyres|Projects and Work Orders,23.4373,Tyres
1/4/2031,Blasting,Explosives,Mining Open Pit,Blasting,QLD,t,Budget,Budget|Explosives|Blasting,694441.4712,Explosives
1/4/2031,Combustion,Acetylene,Mining,Projects and Work Orders,QLD,m3,Budget,Budget|Acetylene|Projects and Work Orders,16.1814,Acetylene gas
1/4/2031,Combustion,Diesel,Mining,Blasting,QLD,kL,Budget,Budget|Diesel|Blasting,2.051020615,Diesel - Stationary
1/4/2031,Combustion,Diesel,Mining,Crushing - Fixed,QLD,kL,Budget,Budget|Diesel|Crushing - Fixed,0.984538239,Diesel - Stationary
1/4/2031,Combustion,Diesel,Mining,Crushing - Supplemental,QLD,kL,Budget,Budget|Diesel|Crushing - Supplemental,0.012869781,Diesel - Stationary
1/4/2031,Combustion,Diesel,Mining,Drilling - Production,QLD,kL,Budget,Budget|Diesel|Drilling - Production,57.81975127,Diesel - Stationary
1/4/2031,Combustion,Diesel,Mining,Environment,QLD,kL,Budget,Budget|Diesel|Environment,0.098608426,Diesel - Stationary
1/4/2031,Combustion,Diesel,Mining,Exploration and Development,QLD,kL,Budget,Budget|Diesel|Exploration and Development,6.401330353,Diesel - Stationary
1/4/2031,Combustion,Diesel,Mining,Geotechnical,QLD,kL,Budget,Budget|Diesel|Geotechnical,1.765569293,Diesel - Stationary
1/4/2031,Combustion,Diesel,Mining,Grade Control,QLD,kL,Budget,Budget|Diesel|Grade Control,3.880023535,Diesel - Stationary
1/4/2031,Combustion,Diesel,Mining,Hauling,QLD,kL,Budget,Budget|Diesel|Hauling,1249.51559,Diesel - Stationary
1/4/2031,Combustion,Diesel,Mining,Light Vehicles,QLD,kL,Budget,Budget|Diesel|Light Vehicles,12.96700808,Diesel - Stationary
1/4/2031,Combustion,Diesel,Mining,Loading,QLD,kL,Budget,Budget|Diesel|Loading,362.6289026,Diesel - Stationary
1/4/2031,Combustion,Diesel,Mining,Management Services,QLD,kL,Budget,Budget|Diesel|Management Services,4.145662597,Diesel - Stationary
1/4/2031,Combustion,Diesel,Mining,Mobile Equipment,QLD,kL,Budget,Budget|Diesel|Mobile Equipment,152.9384754,Diesel - Stationary
1/4/2031,Combustion,Diesel,Mining,Nolans South Crusher,QLD,kL,Budget,Budget|Diesel|Nolans South Crusher,45.70059198,Diesel - Stationary
1/4/2031,Combustion,Diesel,Mining,Operations Administration,QLD,kL,Budget,Budget|Diesel|Operations Administration,0.279390542,Diesel - Stationary
1/4/2031,Combustion,Diesel,Mining,Rehandling,QLD,kL,Budget,Budget|Diesel|Rehandling,315.7620243,Diesel - Stationary
1/4/2031,Combustion,Diesel,Processing,,QLD,kL,Budget,Budget|Diesel|nan,52.58412,Diesel - Stationary
1/4/2031,Combustion,LPG,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|LPG|Projects and Work Orders,0.14118,LPG - Cylinders
1/4/2031,Combustion,LPG,Processing,Gold Room,QLD,kL,Budget,Budget|LPG|Gold Room,82.56858,LPG - Bulk liquid
1/4/2031,Combustion,Lubricants,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|Lubricants|Projects and Work Orders,50.53158,Engine oil
1/4/2031,Electricity,Grid Power,Commercial & Administration,Brisbane Office,QLD,kWh,Budget,Budget|Grid Power|Brisbane Office,1522.0,Grid electricity
1/4/2031,Electricity,Grid Power,Commercial & Administration,Crushing - Fixed,QLD,kWh,Budget,Budget|Grid Power|Crushing - Fixed,2156.31,Grid electricity
1/4/2031,Electricity,Grid Power,Commercial & Administration,Management Services,QLD,kWh,Budget,Budget|Grid Power|Management Services,77914.7,Grid electricity
1/4/2031,Electricity,Grid Power,Commercial & Administration,Milling,QLD,kWh,Budget,Budget|Grid Power|Milling,24305164.55,Grid electricity
1/4/2031,Electricity,Grid Power,Commercial & Administration,Nolans South Crusher,QLD,kWh,Budget,Budget|Grid Power|Nolans South Crusher,340597.2,Grid electricity
1/4/2031,Electricity,Grid Power,Commercial & Administration,Residential,QLD,kWh,Budget,Budget|Grid Power|Residential,106302.34,Grid electricity
1/4/2031,Electricity,Grid Power,Commercial & Administration,Suhrs Creek Rd,QLD,kWh,Budget,Budget|Grid Power|Suhrs Creek Rd,134725.1,Grid electricity
1/4/2031,Electricity,Grid Power,Commercial & Administration,Tailings Disposal,QLD,kWh,Budget,Budget|Grid Power|Tailings Disposal,170047.86,Grid electricity
1/4/2031,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,671040.0,Ore Milled
1/4/2031,Mining,Ore ROM,Mining,ROM,QLD,t,Budget,Budget|Ore ROM|ROM,991666.67,BRW Non-Beneficiated Ore - HG
1/4/2031,Reagent,Cyanide,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Cyanide|Leach & Adsorption,1160.1203,Cyanide
1/4/2031,Reagent,Lime,Mining Open Pit,Projects and Work Orders,QLD,t,Budget,Budget|Lime|Projects and Work Orders,0.0405,Lime
1/4/2031,Reagent,Lime,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Lime|Leach & Adsorption,2073.4798,Lime
1/4/2031,Reagent,Soda Ash,Mining,Projects and Work Orders,QLD,kg,Budget,Budget|Soda Ash|Projects and Work Orders,79.82,Soda ash
1/4/2031,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,14638.0,Gold Recovered
1/4/2031,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,15711.0,Gold Sold
1/4/2031,Wear Item,Grinding Media,Processing,Milling,QLD,t,Budget,Budget|Grinding Media|Milling,859.5101,Grinding Media
1/4/2031,Wear Item,Tyres,Maintenance,Hauling,QLD,Each,Budget,Budget|Tyres|Hauling,1.3493,Tyres
1/4/2031,Wear Item,Tyres,Maintenance,Mobile Equipment,QLD,Each,Budget,Budget|Tyres|Mobile Equipment,1.6866,Tyres
1/4/2031,Wear Item,Tyres,Mining Open Pit,Projects and Work Orders,QLD,Each,Budget,Budget|Tyres|Projects and Work Orders,23.8379,Tyres
1/4/2032,Blasting,Explosives,Mining Open Pit,Blasting,QLD,t,Budget,Budget|Explosives|Blasting,571892.9767,Explosives
1/4/2032,Combustion,Acetylene,Mining,Projects and Work Orders,QLD,m3,Budget,Budget|Acetylene|Projects and Work Orders,13.32522,Acetylene gas
1/4/2032,Combustion,Diesel,Mining,Blasting,QLD,kL,Budget,Budget|Diesel|Blasting,1.691566371,Diesel - Stationary
1/4/2032,Combustion,Diesel,Mining,Crushing - Fixed,QLD,kL,Budget,Budget|Diesel|Crushing - Fixed,0.984431655,Diesel - Stationary
1/4/2032,Combustion,Diesel,Mining,Crushing - Supplemental,QLD,kL,Budget,Budget|Diesel|Crushing - Supplemental,0.015625899,Diesel - Stationary
1/4/2032,Combustion,Diesel,Mining,Drilling - Production,QLD,kL,Budget,Budget|Diesel|Drilling - Production,47.61759335,Diesel - Stationary
1/4/2032,Combustion,Diesel,Mining,Environment,QLD,kL,Budget,Budget|Diesel|Environment,0.099778659,Diesel - Stationary
1/4/2032,Combustion,Diesel,Mining,Exploration and Development,QLD,kL,Budget,Budget|Diesel|Exploration and Development,6.400801002,Diesel - Stationary
1/4/2032,Combustion,Diesel,Mining,Geotechnical,QLD,kL,Budget,Budget|Diesel|Geotechnical,1.458975995,Diesel - Stationary
1/4/2032,Combustion,Diesel,Mining,Grade Control,QLD,kL,Budget,Budget|Diesel|Grade Control,3.192831525,Diesel - Stationary
1/4/2032,Combustion,Diesel,Mining,Hauling,QLD,kL,Budget,Budget|Diesel|Hauling,1029.01154,Diesel - Stationary
1/4/2032,Combustion,Diesel,Mining,Light Vehicles,QLD,kL,Budget,Budget|Diesel|Light Vehicles,12.96623679,Diesel - Stationary
1/4/2032,Combustion,Diesel,Mining,Loading,QLD,kL,Budget,Budget|Diesel|Loading,298.6354705,Diesel - Stationary
1/4/2032,Combustion,Diesel,Mining,Management Services,QLD,kL,Budget,Budget|Diesel|Management Services,4.145803299,Diesel - Stationary
1/4/2032,Combustion,Diesel,Mining,Mobile Equipment,QLD,kL,Budget,Budget|Diesel|Mobile Equipment,125.9476886,Diesel - Stationary
1/4/2032,Combustion,Diesel,Mining,Nolans South Crusher,QLD,kL,Budget,Budget|Diesel|Nolans South Crusher,45.69794245,Diesel - Stationary
1/4/2032,Combustion,Diesel,Mining,Operations Administration,QLD,kL,Budget,Budget|Diesel|Operations Administration,0.279380246,Diesel - Stationary
1/4/2032,Combustion,Diesel,Mining,Rehandling,QLD,kL,Budget,Budget|Diesel|Rehandling,260.0360404,Diesel - Stationary
1/4/2032,Combustion,Diesel,Processing,,QLD,kL,Budget,Budget|Diesel|nan,52.58412,Diesel - Stationary
1/4/2032,Combustion,LPG,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|LPG|Projects and Work Orders,0.11946,LPG - Cylinders
1/4/2032,Combustion,LPG,Processing,Gold Room,QLD,kL,Budget,Budget|LPG|Gold Room,82.56858,LPG - Bulk liquid
1/4/2032,Combustion,Lubricants,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|Lubricants|Projects and Work Orders,41.60466,Engine oil
1/4/2032,Electricity,Grid Power,Commercial & Administration,Brisbane Office,QLD,kWh,Budget,Budget|Grid Power|Brisbane Office,1522.0,Grid electricity
1/4/2032,Electricity,Grid Power,Commercial & Administration,Crushing - Fixed,QLD,kWh,Budget,Budget|Grid Power|Crushing - Fixed,2156.31,Grid electricity
1/4/2032,Electricity,Grid Power,Commercial & Administration,Management Services,QLD,kWh,Budget,Budget|Grid Power|Management Services,77914.7,Grid electricity
1/4/2032,Electricity,Grid Power,Commercial & Administration,Milling,QLD,kWh,Budget,Budget|Grid Power|Milling,24305164.55,Grid electricity
1/4/2032,Electricity,Grid Power,Commercial & Administration,Nolans South Crusher,QLD,kWh,Budget,Budget|Grid Power|Nolans South Crusher,340597.2,Grid electricity
1/4/2032,Electricity,Grid Power,Commercial & Administration,Residential,QLD,kWh,Budget,Budget|Grid Power|Residential,106302.34,Grid electricity
1/4/2032,Electricity,Grid Power,Commercial & Administration,Suhrs Creek Rd,QLD,kWh,Budget,Budget|Grid Power|Suhrs Creek Rd,134725.1,Grid electricity
1/4/2032,Electricity,Grid Power,Commercial & Administration,Tailings Disposal,QLD,kWh,Budget,Budget|Grid Power|Tailings Disposal,170047.86,Grid electricity
1/4/2032,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,671040.0,Ore Milled
1/4/2032,Mining,Ore ROM,Mining,ROM,QLD,t,Budget,Budget|Ore ROM|ROM,816666.67,BRW Non-Beneficiated Ore - HG
1/4/2032,Reagent,Cyanide,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Cyanide|Leach & Adsorption,955.3932,Cyanide
1/4/2032,Reagent,Lime,Mining Open Pit,Projects and Work Orders,QLD,t,Budget,Budget|Lime|Projects and Work Orders,0.0333,Lime
1/4/2032,Reagent,Lime,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Lime|Leach & Adsorption,1707.5716,Lime
1/4/2032,Reagent,Soda Ash,Mining,Projects and Work Orders,QLD,kg,Budget,Budget|Soda Ash|Projects and Work Orders,65.73,Soda ash
1/4/2032,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,14638.0,Gold Recovered
1/4/2032,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,15711.0,Gold Sold
1/4/2032,Wear Item,Grinding Media,Processing,Milling,QLD,t,Budget,Budget|Grinding Media|Milling,707.8319,Grinding Media
1/4/2032,Wear Item,Tyres,Maintenance,Hauling,QLD,Each,Budget,Budget|Tyres|Hauling,1.1112,Tyres
1/4/2032,Wear Item,Tyres,Maintenance,Mobile Equipment,QLD,Each,Budget,Budget|Tyres|Mobile Equipment,1.389,Tyres
1/4/2032,Wear Item,Tyres,Mining Open Pit,Projects and Work Orders,QLD,Each,Budget,Budget|Tyres|Projects and Work Orders,19.6312,Tyres
1/4/2033,Blasting,Explosives,Mining Open Pit,Blasting,QLD,t,Budget,Budget|Explosives|Blasting,980387.956,Explosives
1/4/2033,Combustion,Acetylene,Mining,Projects and Work Orders,QLD,m3,Budget,Budget|Acetylene|Projects and Work Orders,22.84944,Acetylene gas
1/4/2033,Combustion,Diesel,Mining,Blasting,QLD,kL,Budget,Budget|Diesel|Blasting,2.886246618,Diesel - Stationary
1/4/2033,Combustion,Diesel,Mining,Crushing - Fixed,QLD,kL,Budget,Budget|Diesel|Crushing - Fixed,0.984555198,Diesel - Stationary
1/4/2033,Combustion,Diesel,Mining,Crushing - Supplemental,QLD,kL,Budget,Budget|Diesel|Crushing - Supplemental,0.013674378,Diesel - Stationary
1/4/2033,Combustion,Diesel,Mining,Drilling - Production,QLD,kL,Budget,Budget|Diesel|Drilling - Production,81.62897486,Diesel - Stationary
1/4/2033,Combustion,Diesel,Mining,Environment,QLD,kL,Budget,Budget|Diesel|Environment,0.101853837,Diesel - Stationary
1/4/2033,Combustion,Diesel,Mining,Exploration and Development,QLD,kL,Budget,Budget|Diesel|Exploration and Development,6.402241169,Diesel - Stationary
1/4/2033,Combustion,Diesel,Mining,Geotechnical,QLD,kL,Budget,Budget|Diesel|Geotechnical,2.495070336,Diesel - Stationary
1/4/2033,Combustion,Diesel,Mining,Grade Control,QLD,kL,Budget,Budget|Diesel|Grade Control,5.476467941,Diesel - Stationary
1/4/2033,Combustion,Diesel,Mining,Hauling,QLD,kL,Budget,Budget|Diesel|Hauling,1764.0253,Diesel - Stationary
1/4/2033,Combustion,Diesel,Mining,Light Vehicles,QLD,kL,Budget,Budget|Diesel|Light Vehicles,12.96453837,Diesel - Stationary
1/4/2033,Combustion,Diesel,Mining,Loading,QLD,kL,Budget,Budget|Diesel|Loading,511.9546015,Diesel - Stationary
1/4/2033,Combustion,Diesel,Mining,Management Services,QLD,kL,Budget,Budget|Diesel|Management Services,4.143996102,Diesel - Stationary
1/4/2033,Combustion,Diesel,Mining,Mobile Equipment,QLD,kL,Budget,Budget|Diesel|Mobile Equipment,215.9081627,Diesel - Stationary
1/4/2033,Combustion,Diesel,Mining,Nolans South Crusher,QLD,kL,Budget,Budget|Diesel|Nolans South Crusher,45.69977042,Diesel - Stationary
1/4/2033,Combustion,Diesel,Mining,Operations Administration,QLD,kL,Budget,Budget|Diesel|Operations Administration,0.279370524,Diesel - Stationary
1/4/2033,Combustion,Diesel,Mining,Rehandling,QLD,kL,Budget,Budget|Diesel|Rehandling,445.782376,Diesel - Stationary
1/4/2033,Combustion,Diesel,Processing,,QLD,kL,Budget,Budget|Diesel|nan,52.58412,Diesel - Stationary
1/4/2033,Combustion,LPG,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|LPG|Projects and Work Orders,0.19548,LPG - Cylinders
1/4/2033,Combustion,LPG,Processing,Gold Room,QLD,kL,Budget,Budget|LPG|Gold Room,82.56858,LPG - Bulk liquid
1/4/2033,Combustion,Lubricants,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|Lubricants|Projects and Work Orders,71.3502,Engine oil
1/4/2033,Electricity,Grid Power,Commercial & Administration,Brisbane Office,QLD,kWh,Budget,Budget|Grid Power|Brisbane Office,1522.0,Grid electricity
1/4/2033,Electricity,Grid Power,Commercial & Administration,Crushing - Fixed,QLD,kWh,Budget,Budget|Grid Power|Crushing - Fixed,2156.31,Grid electricity
1/4/2033,Electricity,Grid Power,Commercial & Administration,Management Services,QLD,kWh,Budget,Budget|Grid Power|Management Services,77914.7,Grid electricity
1/4/2033,Electricity,Grid Power,Commercial & Administration,Milling,QLD,kWh,Budget,Budget|Grid Power|Milling,24305164.55,Grid electricity
1/4/2033,Electricity,Grid Power,Commercial & Administration,Nolans South Crusher,QLD,kWh,Budget,Budget|Grid Power|Nolans South Crusher,340597.2,Grid electricity
1/4/2033,Electricity,Grid Power,Commercial & Administration,Residential,QLD,kWh,Budget,Budget|Grid Power|Residential,106302.34,Grid electricity
1/4/2033,Electricity,Grid Power,Commercial & Administration,Suhrs Creek Rd,QLD,kWh,Budget,Budget|Grid Power|Suhrs Creek Rd,134725.1,Grid electricity
1/4/2033,Electricity,Grid Power,Commercial & Administration,Tailings Disposal,QLD,kWh,Budget,Budget|Grid Power|Tailings Disposal,170047.86,Grid electricity
1/4/2033,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,671040.0,Ore Milled
1/4/2033,Mining,Ore ROM,Mining,ROM,QLD,t,Budget,Budget|Ore ROM|ROM,1400000.0,BRW Non-Beneficiated Ore - HG
1/4/2033,Reagent,Cyanide,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Cyanide|Leach & Adsorption,1637.8169,Cyanide
1/4/2033,Reagent,Lime,Mining Open Pit,Projects and Work Orders,QLD,t,Budget,Budget|Lime|Projects and Work Orders,0.0571,Lime
1/4/2033,Reagent,Lime,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Lime|Leach & Adsorption,2927.2656,Lime
1/4/2033,Reagent,Soda Ash,Mining,Projects and Work Orders,QLD,kg,Budget,Budget|Soda Ash|Projects and Work Orders,112.69,Soda ash
1/4/2033,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,14638.0,Gold Recovered
1/4/2033,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,15711.0,Gold Sold
1/4/2033,Wear Item,Grinding Media,Processing,Milling,QLD,t,Budget,Budget|Grinding Media|Milling,1213.426,Grinding Media
1/4/2033,Wear Item,Tyres,Maintenance,Hauling,QLD,Each,Budget,Budget|Tyres|Hauling,1.9049,Tyres
1/4/2033,Wear Item,Tyres,Maintenance,Mobile Equipment,QLD,Each,Budget,Budget|Tyres|Mobile Equipment,2.3811,Tyres
1/4/2033,Wear Item,Tyres,Mining Open Pit,Projects and Work Orders,QLD,Each,Budget,Budget|Tyres|Projects and Work Orders,33.6535,Tyres
1/4/2034,Blasting,Explosives,Mining Open Pit,Blasting,QLD,t,Budget,Budget|Explosives|Blasting,980387.956,Explosives
1/4/2034,Combustion,Acetylene,Mining,Projects and Work Orders,QLD,m3,Budget,Budget|Acetylene|Projects and Work Orders,22.84944,Acetylene gas
