Date,Costcentre,Fuel,GridPower,SitePower
1/5/2023,Light Vehicles,42802.76918,0,0
1/5/2023,Loading,370037.5514,0,0
1/5/2023,Mobile Equipment,155883.4407,0,0
1/5/2023,Rehandling,242690.2876,0,0
1/5/2023,Supplemental Power Supply,1345522.706,0,0
1/6/2023,Management Services,627.8454155,76914.19691,0
1/6/2023,Milling,1652.336449,8050927.025,7639443
1/6/2023,Nolans South Crusher,77470.94721,965355.9284,0
1/6/2023,Operations Administration,2842.253094,8881.466585,0
1/6/2023,Tailings Disposal,0,271220.3828,0
1/6/2023,Blasting,5482.434958,0,0
1/6/2023,Crushing - Fixed,2701.571104,0,0
1/6/2023,Drilling - Production,143064.582,0,0
1/6/2023,Exploration and Development,114.0692094,0,0
1/6/2023,Geotechnical,7996.059611,0,0
1/6/2023,Grade Control,31841.86916,0,0
1/6/2023,Hauling,845964.8295,0,0
1/6/2023,Light Vehicles,28442.33392,0,0
1/6/2023,Loading,322109.6742,0,0
1/6/2023,Mobile Equipment,177503.8242,0,0
1/6/2023,Rehandling,208059.5403,0,0
1/6/2023,Supplemental Power Supply,1870998.444,0,0
1/7/2023,Management Services,517.8462216,93952.83772,0
1/7/2023,Milling,6640.409032,9032348.41,8037612
1/7/2023,Nolans South Crusher,49605.25479,1179223.274,0
1/7/2023,Tailings Disposal,0,246167.4786,0
1/7/2023,Blasting,4201.140005,0,0
1/7/2023,Crushing - Fixed,1989.500208,0,0
1/7/2023,Drilling - Production,81996.53595,0,0
1/7/2023,Exploration and Development,81.77703843,0,0
1/7/2023,Geotechnical,26323.6441,0,0
1/7/2023,Grade Control,19426.9736,0,0
1/7/2023,Hauling,882428.1038,0,0
1/7/2023,Light Vehicles,19844.196,0,0
1/7/2023,Loading,278619.9183,0,0
1/7/2023,Mobile Equipment,136082.7654,0,0
1/7/2023,Operations Administration,1543.831494,0,0
1/7/2023,Rehandling,263336.5854,0,0
1/7/2023,Supplemental Power Supply,1814371.994,0,0
1/8/2023,Crushing - Fixed,1631.299861,427476.6562,0
1/8/2023,Management Services,678.4997023,76602.58614,0
1/8/2023,Milling,4419.924588,7779205.761,5932632
1/8/2023,Nolans South Crusher,56991.22842,533968.3703,0
1/8/2023,Operations Administration,1748.188133,25076.14266,0
1/8/2023,Tailings Disposal,0,200705.4836,0
1/8/2023,Blasting,4866.703711,0,0
1/8/2023,Drilling - Production,76710.29966,0,0
1/8/2023,Exploration and Development,108.0293709,0,0
1/8/2023,Geotechnical,21711.18079,0,0
1/8/2023,Grade Control,15532.22465,0,0
1/8/2023,Hauling,682043.0959,0,0
1/8/2023,Light Vehicles,17806.66005,0,0
1/8/2023,Loading,213828.8787,0,0
1/8/2023,Mobile Equipment,108701.3852,0,0
1/8/2023,Rehandling,270392.181,0,0
1/8/2023,Supplemental Power Supply,1207814.519,0,0
1/9/2023,Crushing - Fixed,3737.492058,392319.221,0
1/9/2023,Management Services,626.6791254,70302.49409,0
1/9/2023,Milling,4231.582882,8010001.639,6453640
1/9/2023,Nolans South Crusher,54189.33283,490052.6364,0
1/9/2023,Operations Administration,1705.281256,9283.358118,0
1/9/2023,Tailings Disposal,0,184198.6519,0
1/9/2023,Blasting,4716.172678,0,0
1/9/2023,Drilling - Production,234023.6218,0,0
1/9/2023,Exploration and Development,215.0999813,0,0
1/9/2023,Geotechnical,20495.7578,0,0
1/9/2023,Grade Control,16706.39507,0,0
1/9/2023,Hauling,772034.274,0,0
1/9/2023,Light Vehicles,18241.43525,0,0
1/9/2023,Loading,252037.9667,0,0
1/9/2023,Mobile Equipment,127896.4605,0,0
1/9/2023,Rehandling,188043.5283,0,0
1/9/2023,Supplemental Power Supply,1781530.166,0,0
1/10/2023,Crushing - Fixed,5649.090529,407905.2672,0
1/10/2023,Management Services,628.8787942,73095.45306,0
1/10/2023,Milling,4903.42691,9253821.703,9008000
1/10/2023,Nolans South Crusher,44278.55473,473149.6021,0
1/10/2023,Operations Administration,1901.279152,11600.60918,0
1/10/2023,Tailings Disposal,0,564.3650241,0
1/10/2023,Blasting,9220.489233,0,0
1/10/2023,Drilling - Production,146069.2909,0,0
1/10/2023,Exploration and Development,161.9067531,0,0
1/10/2023,Geotechnical,17445.20936,0,0
1/10/2023,Grade Control,34108.2242,0,0
1/10/2023,Hauling,888478.893,0,0
1/10/2023,Light Vehicles,17074.07675,0,0
1/10/2023,Loading,333456.0508,0,0
1/10/2023,Mobile Equipment,155352.7607,0,0
1/10/2023,Rehandling,221222.3215,0,0
1/10/2023,Supplemental Power Supply,2462053.135,0,0
1/11/2023,Crushing - Fixed,2142.242221,460520.1261,0
1/11/2023,Management Services,796.6549221,64174.56232,0
1/11/2023,Milling,5554.527317,8560731.86,8170000
1/11/2023,Nolans South Crusher,67892.41414,540648.3503,0
1/11/2023,Operations Administration,1262.215053,13089.33086,0
1/11/2023,Rehabilitation,0,-4543.433083,0
1/11/2023,Tailings Disposal,0,-6021.796117,0
1/11/2023,Blasting,12169.91128,0,0
1/11/2023,Drilling - Production,177811.3682,0,0
1/11/2023,Environment,181.3388802,0,0
1/11/2023,Exploration and Development,144.857155,0,0
1/11/2023,Geotechnical,1448.019697,0,0
1/11/2023,Grade Control,40533.87953,0,0
1/11/2023,Hauling,1024375.379,0,0
1/11/2023,Light Vehicles,23169.19812,0,0
1/11/2023,Loading,402437.6703,0,0
1/11/2023,Mobile Equipment,168789.328,0,0
1/11/2023,Rehandling,250688.6276,0,0
1/11/2023,Supplemental Power Supply,2429442.034,0,0
1/12/2023,Crushing - Fixed,2216.929699,514722.2411,0
1/12/2023,Management Services,407.9233582,92236.75343,0
1/12/2023,Milling,8267.691026,9171116.678,8538000
1/12/2023,Nolans South Crusher,56228.63887,604281.392,0
1/12/2023,Tailings Disposal,0,38666.93499,0
1/12/2023,Blasting,7209.459897,0,0
1/12/2023,Crushing - Supplemental,117.4526774,0,0
1/12/2023,Drilling - Production,138318.2024,0,0
1/12/2023,Environment,142.0928403,0,0
1/12/2023,Exploration and Development,117.045402,0,0
1/12/2023,Geotechnical,6670.088397,0,0
1/12/2023,Grade Control,32420.16939,0,0
1/12/2023,Hauling,1094575.147,0,0
1/12/2023,Light Vehicles,92990.32721,0,0
1/12/2023,Loading,376965.4556,0,0
1/12/2023,Mobile Equipment,145939.9454,0,0
1/12/2023,Operations Administration,2604.655899,0,0
1/12/2023,Rehandling,310499.5048,0,0
1/12/2023,Supplemental Power Supply,2487326.663,0,0
1/1/2024,Crushing - Fixed,1233.438049,88984.51363,0
1/1/2024,Management Services,4903.335489,21800.60065,0
1/1/2024,Milling,7727.617112,9010049.549,7691800
1/1/2024,Nolans South Crusher,58406.32911,453965.4411,0
1/1/2024,Operations Administration,1703.252333,15387.33681,0
1/1/2024,Tailings Disposal,0,60004.55905,0
1/1/2024,Blasting,7078.028273,0,0
1/1/2024,Crushing - Supplemental,120.752102,0,0
1/1/2024,Drilling - Production,149138.7416,0,0
1/1/2024,Environment,172.8448674,0,0
1/1/2024,Exploration and Development,1962.459577,0,0
1/1/2024,Geotechnical,6623.921279,0,0
1/1/2024,Grade Control,27694.43777,0,0
1/1/2024,Hauling,827868.8072,0,0
1/1/2024,Light Vehicles,22715.5225,0,0
1/1/2024,Loading,307460.3252,0,0
1/1/2024,Mobile Equipment,164369.9344,0,0
1/1/2024,Rehandling,241401.7001,0,0
1/1/2024,Supplemental Power Supply,1951073.381,0,0
1/2/2024,Crushing - Fixed,16375.67702,247440.6274,0
1/2/2024,Management Services,8818.42781,18571.06292,0
1/2/2024,Milling,3596.823684,8269551.927,7892400
1/2/2024,Nolans South Crusher,45097.26172,386715.4034,0
1/2/2024,Operations Administration,652.9486654,31174.41428,0
1/2/2024,Tailings Disposal,0,51115.5652,0
1/2/2024,Blasting,2729.456444,0,0
1/2/2024,Crushing - Supplemental,5.817491315,0,0
1/2/2024,Drilling - Production,110003.8409,0,0
1/2/2024,Environment,268.5108862,0,0
1/2/2024,Exploration and Development,9874.207539,0,0
1/2/2024,Geotechnical,511.9737609,0,0
1/2/2024,Grade Control,40424.92717,0,0
1/2/2024,Hauling,909499.48,0,0
1/2/2024,Light Vehicles,21010.05114,0,0
1/2/2024,Loading,224302.8548,0,0
1/2/2024,Mobile Equipment,130252.8451,0,0
1/2/2024,Rehandling,226623.2139,0,0
1/2/2024,Supplemental Power Supply,1848522.09,0,0
1/3/2024,Crushing - Fixed,13267.4272,382973.4299,0
1/3/2024,Management Services,12880.22017,68669.81103,0
1/3/2024,Milling,798.6505682,8860730.226,6567500
1/3/2024,Nolans South Crusher,64295.34801,451026.09,0
1/3/2024,Operations Administration,2399.396307,16567.51133,0
1/3/2024,Tailings Disposal,0,28885.93176,0
1/3/2024,Blasting,1748.23331,0,0
1/3/2024,Crushing - Supplemental,90.79367898,0,0
1/3/2024,Drilling - Production,67819.21165,0,0
1/3/2024,Environment,180.4332386,0,0
1/3/2024,Exploration and Development,13757.413,0,0
1/3/2024,Geotechnical,1186.425781,0,0
1/3/2024,Grade Control,24925.22195,0,0
1/3/2024,Hauling,1163695.712,0,0
1/3/2024,Light Vehicles,27888.33452,0,0
1/3/2024,Loading,336636.8786,0,0
1/3/2024,Mobile Equipment,130338.3079,0,0
1/3/2024,Rehandling,218531.3832,0,0
1/3/2024,Supplemental Power Supply,1825726.119,0,0
1/4/2024,Crushing - Fixed,19526.66461,-2156.307215,0
1/4/2024,Management Services,9360.383752,77914.69773,0
1/4/2024,Milling,0,9514477.551,9311300
1/4/2024,Nolans South Crusher,65922.01734,340597.2021,0
1/4/2024,Tailings Disposal,0,170047.8565,0
1/4/2024,Blasting,1802.614091,0,0
1/4/2024,Crushing - Supplemental,20.93913656,0,0
1/4/2024,Drilling - Production,50764.59094,0,0
1/4/2024,Environment,225.0935176,0,0
1/4/2024,Exploration and Development,14466.79576,0,0
1/4/2024,Geotechnical,1554.011354,0,0
1/4/2024,Grade Control,3407.639836,0,0
1/4/2024,Hauling,1082752.216,0,0
1/4/2024,Light Vehicles,29737.60507,0,0
1/4/2024,Loading,318387.8713,0,0
1/4/2024,Mobile Equipment,134271.5927,0,0
1/4/2024,Operations Administration,1285.332042,0,0
1/4/2024,Rehandling,277230.621,0,0
1/4/2024,Supplemental Power Supply,2391585.099,0,0
1/5/2024,Crushing - Fixed,31728.14363,287991.2568,0
1/5/2024,Management Services,7960.568292,123722.1015,0
1/5/2024,Milling,0,9204109.407,7969800
1/5/2024,Nolans South Crusher,70961.50602,338100.3526,0
1/5/2024,Tailings Disposal,0,156849.8817,0
1/5/2024,Blasting,4896.977122,0,0
1/5/2024,Crushing - Supplemental,290.6863323,0,0
1/5/2024,Drilling - Production,5655.849021,0,0
1/5/2024,Exploration and Development,12653.47878,0,0
1/5/2024,Geotechnical,1916.612869,0,0
1/5/2024,Grade Control,370.7560729,0,0
1/5/2024,Hauling,1140274.834,0,0
1/5/2024,Light Vehicles,32407.77513,0,0
1/5/2024,Loading,309263.021,0,0
1/5/2024,Mobile Equipment,161965.8083,0,0
1/5/2024,Operations Administration,2572.918974,0,0
1/5/2024,Rehandling,312150.6491,0,0
1/5/2024,Supplemental Power Supply,2181042.122,0,0
1/6/2024,Crushing - Fixed,24553.64365,263641.2483,0
1/6/2024,Management Services,7971.432659,113261.2489,0
1/6/2024,Milling,0,8437969.928,9074700
1/6/2024,Nolans South Crusher,71058.31744,309513.5508,0
1/6/2024,Tailings Disposal,0,143588.0236,0
1/6/2024,Blasting,4903.662724,0,0
1/6/2024,Crushing - Supplemental,291.0721099,0,0
1/6/2024,Drilling - Production,5663.573064,0,0
1/6/2024,Exploration and Development,12670.7459,0,0
1/6/2024,Geotechnical,1919.23884,0,0
1/6/2024,Grade Control,371.2609691,0,0
1/6/2024,Hauling,1138501.326,0,0
1/6/2024,Light Vehicles,31768.657,0,0
1/6/2024,Loading,309684.8913,0,0
1/6/2024,Mobile Equipment,101994.9065,0,0
1/6/2024,Operations Administration,2475.591377,0,0
1/6/2024,Rehandling,312576.4594,0,0
1/6/2024,Supplemental Power Supply,2177809.081,0,0
1/7/2024,Crushing - Fixed,37649.9716,216212.4086,0
1/7/2024,Management Services,6406.637001,-1127.6708,0
1/7/2024,Milling,0,9721333.989,9060300
1/7/2024,Nolans South Crusher,42569.15357,452829.4434,0
1/7/2024,Tailings Disposal,0,180934.83,0
1/7/2024,Blasting,6465.101307,0,0
1/7/2024,Drilling - Production,96455.98372,0,0
1/7/2024,Exploration and Development,12503.63568,0,0
1/7/2024,Geotechnical,1301.230827,0,0
1/7/2024,Grade Control,40393.64704,0,0
1/7/2024,Hauling,954454.9706,0,0
1/7/2024,Light Vehicles,48161.75914,0,0
1/7/2024,Loading,356099.7917,0,0
1/7/2024,Mobile Equipment,136398.8354,0,0
1/7/2024,Operations Administration,1636.2242,0,0
1/7/2024,Rehandling,377486.5366,0,0
1/7/2024,Supplemental Power Supply,2301303.162,0,0
1/8/2024,Crushing - Fixed,31445.79219,219598.522,0
1/8/2024,Milling,0,9059583.171,9500800
1/8/2024,Nolans South Crusher,59389.59661,457496.9107,0
1/8/2024,Operations Administration,771.7600467,53148.65648,0
1/8/2024,Tailings Disposal,0,182998.7399,0
1/8/2024,Blasting,8200.553426,0,0
1/8/2024,Drilling - Production,143469.0056,0,0
1/8/2024,Exploration and Development,3279.987814,0,0
1/8/2024,Geotechnical,4900.46965,0,0
1/8/2024,Grade Control,51749.20159,0,0
1/8/2024,Hauling,862362.3467,0,0
1/8/2024,Light Vehicles,56251.18428,0,0
1/8/2024,Loading,290057.0486,0,0
1/8/2024,Management Services,6928.059709,0,0
1/8/2024,Mobile Equipment,150258.8815,0,0
1/8/2024,Rehandling,305497.9868,0,0
1/8/2024,Supplemental Power Supply,2548896.641,0,0
1/9/2024,Crushing - Fixed,31206.24629,278903.7831,0
1/9/2024,Milling,0,9625311.33,8021600
1/9/2024,Nolans South Crusher,37831.36136,581049.5715,0
1/9/2024,Operations Administration,985.4460226,15007.48043,0
1/9/2024,Tailings Disposal,0,232419.8348,0
1/9/2024,Blasting,8926.642758,0,0
1/9/2024,Crushing - Supplemental,166.6845509,0,0
1/9/2024,Drilling - Production,184261.3052,0,0
1/9/2024,Exploration and Development,3449.094965,0,0
1/9/2024,Geotechnical,2431.976958,0,0
1/9/2024,Grade Control,17805.68718,0,0
1/9/2024,Hauling,1040749.872,0,0
1/9/2024,Light Vehicles,51480.78954,0,0
1/9/2024,Loading,391089.9839,0,0
1/9/2024,Management Services,4643.108463,0,0
1/9/2024,Mobile Equipment,161100.6015,0,0
1/9/2024,Rehandling,385301.7367,0,0
1/9/2024,Supplemental Power Supply,2308524.745,0,0
1/10/2024,Crushing - Fixed,38815.83928,268054.9678,0
1/10/2024,Milling,0,9656574.057,9653400
1/10/2024,Nolans South Crusher,30940.03385,558447.7784,0
1/10/2024,Operations Administration,912.0626023,15237.09127,0
1/10/2024,Tailings Disposal,0,223379.1055,0
1/10/2024,Blasting,10810.66681,0,0
1/10/2024,Crushing - Supplemental,75.81097206,0,0
1/10/2024,Drilling - Production,135663.457,0,0
1/10/2024,Exploration and Development,5697.56639,0,0
1/10/2024,Geotechnical,1399.750257,0,0
1/10/2024,Grade Control,59020.5622,0,0
1/10/2024,Hauling,826130.4215,0,0
1/10/2024,Light Vehicles,45099.94728,0,0
1/10/2024,Loading,347444.2157,0,0
1/10/2024,Management Services,2379.221356,0,0
1/10/2024,Mobile Equipment,175968.5545,0,0
1/10/2024,Rehandling,319325.9927,0,0
1/10/2024,Supplemental Power Supply,2439419.974,0,0
1/11/2024,Crushing - Fixed,30753.06133,301062.4495,0
1/11/2024,Milling,0,8608380.297,8877900
1/11/2024,Nolans South Crusher,47180.22566,627213.4013,0
1/11/2024,Operations Administration,797.9038554,41.47727761,0
1/11/2024,Tailings Disposal,0,250885.3746,0
1/11/2024,Blasting,10191.55125,0,0
1/11/2024,Crushing - Supplemental,174.3863964,0,0
1/11/2024,Drilling - Production,141387.359,0,0
1/11/2024,Exploration and Development,2386.952569,0,0
1/11/2024,Geotechnical,1247.216726,0,0
1/11/2024,Grade Control,32962.71857,0,0
1/11/2024,Hauling,814022.1806,0,0
1/11/2024,Light Vehicles,23781.17748,0,0
1/11/2024,Loading,315672.6699,0,0
1/11/2024,Management Services,3437.195872,0,0
1/11/2024,Mobile Equipment,147916.8387,0,0
1/11/2024,Rehandling,338549.5321,0,0
1/11/2024,Supplemental Power Supply,2176716.122,0,0
1/12/2024,Crushing - Fixed,12430.32024,224525.6463,0
1/12/2024,Milling,0,9650157.878,9546200
1/12/2024,Nolans South Crusher,42884.63403,467761.7918,0
1/12/2024,Operations Administration,1272.512182,26.98634411,0
1/12/2024,Tailings Disposal,0,187104.6971,0
1/12/2024,Blasting,8237.861219,0,0
1/12/2024,Crushing - Supplemental,32.5090549,0,0
1/12/2024,Drilling - Production,113850.0664,0,0
1/12/2024,Geotechnical,880.4231701,0,0
1/12/2024,Grade Control,39231.33127,0,0
1/12/2024,Hauling,809810.1154,0,0
1/12/2024,Light Vehicles,20434.64575,0,0
1/12/2024,Loading,321647.9454,0,0
1/12/2024,Management Services,15213.22667,0,0
1/12/2024,Mobile Equipment,134271.5793,0,0
1/12/2024,Rehandling,326371.4725,0,0
1/12/2024,Supplemental Power Supply,2307335.446,0,0
1/1/2025,Crushing - Fixed,42525.2923,123310.1229,0
1/1/2025,Management Services,9547.787674,15959.46692,0
1/1/2025,Milling,0,9363538.689,9050200
1/1/2025,Nolans South Crusher,0,388860.4924,0
1/1/2025,Operations Administration,1112.208004,13046.14988,0
1/1/2025,Tailings Disposal,0,128589.0792,0
1/1/2025,Blasting,8788.84114,0,0
1/1/2025,Drilling - Production,112652.1115,0,0
1/1/2025,Exploration and Development,281.2186397,0,0
1/1/2025,Geotechnical,890.7593691,0,0
1/1/2025,Grade Control,30951.77778,0,0
1/1/2025,Hauling,738920.702,0,0
1/1/2025,Light Vehicles,22762.62454,0,0
1/1/2025,Loading,281091.7533,0,0
1/1/2025,Mobile Equipment,139148.143,0,0
1/1/2025,Rehandling,325609.6992,0,0
1/1/2025,Supplemental Power Supply,2217202.151,0,0
1/2/2025,Crushing - Fixed,61987.87759,5214.520984,0
1/2/2025,Management Services,77551.97433,17229.38915,0
1/2/2025,Milling,0,8465055.917,7834900
1/2/2025,Nolans South Crusher,0,346108.6676,0
1/2/2025,Operations Administration,854.2744324,14457.09969,0
1/2/2025,Tailings Disposal,0,128380.4056,0
1/2/2025,Blasting,5536.910168,0,0
1/2/2025,Drilling - Production,88307.6999,0,0
1/2/2025,Exploration and Development,262.6357354,0,0
1/2/2025,Geotechnical,4759.753208,0,0
1/2/2025,Grade Control,26027.70977,0,0
1/2/2025,Hauling,634824.0276,0,0
1/2/2025,Light Vehicles,13142.68509,0,0
1/2/2025,Loading,254623.9388,0,0
1/2/2025,Mobile Equipment,118965.7947,0,0
1/2/2025,Rehandling,417766.6239,0,0
1/2/2025,Supplemental Power Supply,2057444.215,0,0
1/3/2025,Crushing - Fixed,-13513.62199,57840.51933,0
1/3/2025,Management Services,33996.53617,14329.82539,0
1/3/2025,Milling,0,9777244.285,6878730
1/3/2025,Nolans South Crusher,0,317499.3308,0
1/3/2025,Tailings Disposal,0,106775.0397,0
1/3/2025,Blasting,7927.228416,0,0
1/3/2025,Drilling - Production,131588.8929,0,0
1/3/2025,Exploration and Development,348.1358569,0,0
1/3/2025,Geotechnical,2797.542131,0,0
1/3/2025,Grade Control,46151.29894,0,0
1/3/2025,Hauling,860449.1055,0,0
1/3/2025,Light Vehicles,19839.95852,0,0
1/3/2025,Loading,284739.2689,0,0
1/3/2025,Mobile Equipment,148925.0091,0,0
1/3/2025,Operations Administration,1312.107856,0,0
1/3/2025,Rehandling,459710.2307,0,0
1/3/2025,Supplemental Power Supply,2252573.347,0,0
1/4/2025,Crushing - Fixed,18870.68975,50637.22194,0
1/4/2025,Management Services,33287.41521,17989.31986,0
1/4/2025,Milling,0,10273144.1,10042877
1/4/2025,Nolans South Crusher,0,394463.8223,0
1/4/2025,Operations Administration,754.3170348,24216.55383,0
1/4/2025,Tailings Disposal,0,134042.9805,0
1/4/2025,Blasting,9047.376133,0,0
1/4/2025,Drilling - Production,98855.11478,0,0
1/4/2025,Exploration and Development,206.9246215,0,0
1/4/2025,Geotechnical,2343.311445,0,0
1/4/2025,Grade Control,42200.93341,0,0
1/4/2025,Hauling,942507.8526,0,0
1/4/2025,Light Vehicles,26478.22217,0,0
1/4/2025,Loading,296591.5884,0,0
1/4/2025,Mobile Equipment,152113.5508,0,0
1/4/2025,Rehandling,474956.3575,0,0
1/4/2025,Supplemental Power Supply,2467971.781,0,0
1/5/2025,Crushing - Fixed,13380.29488,103758.7093,0
1/5/2025,Management Services,9721.093414,22719.34626,0
1/5/2025,Milling,0,10098306.03,8687098
1/5/2025,Nolans South Crusher,0,775495.0948,0
1/5/2025,Operations Administration,1230.962118,16327.15276,0
1/5/2025,Tailings Disposal,0,4157.66387,0
1/5/2025,Blasting,6075.49505,0,0
1/5/2025,Drilling - Production,103510.2238,0,0
1/5/2025,Exploration and Development,248.6332329,0,0
1/5/2025,Geotechnical,1842.08997,0,0
1/5/2025,Grade Control,53777.60439,0,0
1/5/2025,Hauling,746602.5291,0,0
1/5/2025,Light Vehicles,24030.46707,0,0
1/5/2025,Loading,279528.8851,0,0
1/5/2025,Mobile Equipment,160218.4675,0,0
1/5/2025,Rehandling,484343.4245,0,0
1/5/2025,Supplemental Power Supply,1482165.497,0,0
1/6/2025,Crushing - Fixed,24470.22273,241728.787,0
1/6/2025,Management Services,13167.66419,15841.86894,0
1/6/2025,Milling,0,9800243.701,10401632
1/6/2025,Nolans South Crusher,0,552999.1119,0
1/6/2025,Operations Administration,442.9354654,12353.53079,0
1/6/2025,Blasting,8607.527127,0,0
1/6/2025,Drilling - Production,118290.1542,0,0
1/6/2025,Exploration and Development,109.3089663,0,0
1/6/2025,Geotechnical,1601.359223,0,0
1/6/2025,Grade Control,40023.46088,0,0
1/6/2025,Hauling,693024.8772,0,0
1/6/2025,Light Vehicles,20289.35465,0,0
1/6/2025,Loading,262688.498,0,0
1/6/2025,Mobile Equipment,134362.1473,0,0
1/6/2025,Rehandling,316755.0314,0,0
1/6/2025,Supplemental Power Supply,2539593.912,0,0
1/7/2025,Crushing - Fixed,20441.74171,177016.6157,0
1/7/2025,Management Services,7095.824806,16137.62398,0
1/7/2025,Milling,0,10540748.42,9704994
1/7/2025,Nolans South Crusher,0,575890.4983,0
1/7/2025,Operations Administration,916.0253786,12520.84397,0
1/7/2025,Blasting,6920.640606,0,0
1/7/2025,Drilling - Production,119328.4384,0,0
1/7/2025,Exploration and Development,224.6623005,0,0
1/7/2025,Geotechnical,57.11215718,0,0
1/7/2025,Grade Control,37799.079,0,0
1/7/2025,Hauling,680598.6697,0,0
1/7/2025,Light Vehicles,20018.45068,0,0
1/7/2025,Loading,256371.8891,0,0
1/7/2025,Mobile Equipment,150216.0663,0,0
1/7/2025,Rehandling,357312.2391,0,0
1/7/2025,Supplemental Power Supply,2368530.086,0,0
1/8/2025,Crushing - Fixed,15532.77154,384838.1375,0
1/8/2025,Management Services,8873.886808,17543.83192,0
1/8/2025,Milling,0,9614597.814,10100585
1/8/2025,Nolans South Crusher,0,569009.9687,0
1/8/2025,Operations Administration,1329.671244,16420.24818,0
1/8/2025,Blasting,7304.567208,0,0
1/8/2025,Drilling - Production,156229.0054,0,0
1/8/2025,Exploration and Development,189.5443196,0,0
1/8/2025,Geotechnical,892.7382439,0,0
1/8/2025,Grade Control,337.0578444,0,0
1/8/2025,Hauling,771534.1968,0,0
1/8/2025,Light Vehicles,78296.34831,0,0
1/8/2025,Loading,183802.4553,0,0
1/8/2025,Mobile Equipment,56215.14773,0,0
1/8/2025,Rehandling,416878.7037,0,0
1/8/2025,Supplemental Power Supply,2455578.506,0,0
1/9/2025,Crushing - Fixed,16678.53113,392530.9191,0
1/9/2025,Management Services,3151.335817,9632.095452,0
1/9/2025,Milling,0,10196167.31,8385357
1/9/2025,Nolans South Crusher,0,608253.1393,0
1/9/2025,Operations Administration,1483.480575,12806.54097,0
1/9/2025,Blasting,6340.862161,0,0
1/9/2025,Drilling - Production,195258.6269,0,0
1/9/2025,Exploration and Development,6428.131985,0,0
1/9/2025,Grade Control,40140.8728,0,0
1/9/2025,Hauling,766246.0883,0,0
1/9/2025,Light Vehicles,20421.30921,0,0
1/9/2025,Loading,279292.4747,0,0
1/9/2025,Mobile Equipment,157830.3353,0,0
1/9/2025,Rehandling,376924.2044,0,0
1/9/2025,Supplemental Power Supply,2430724.034,0,0
1/10/2025,Crushing - Fixed,44481.8269,307680.9424,0
1/10/2025,Management Services,3422.649755,13338.95738,0
1/10/2025,Milling,0,8290346.554,8224606
1/10/2025,Nolans South Crusher,0,510374.6049,0
1/10/2025,Operations Administration,925.4743125,13039.94173,0
1/10/2025,Blasting,8808.772117,0,0
1/10/2025,Drilling - Production,203612.6732,0,0
1/10/2025,Exploration and Development,1449.285867,0,0
1/10/2025,Geotechnical,2293.860584,0,0
1/10/2025,Grade Control,42268.96184,0,0
1/10/2025,Hauling,733807.0028,0,0
1/10/2025,Light Vehicles,21198.48646,0,0
1/10/2025,Loading,321344.0098,0,0
1/10/2025,Mobile Equipment,138720.4327,0,0
1/10/2025,Rehandling,477153.091,0,0
1/10/2025,Supplemental Power Supply,1985590.631,0,0
1/11/2025,Crushing - Fixed,32704.31154,250985.6555,0
1/11/2025,Management Services,3254.969509,14637.35191,0
1/11/2025,Milling,0,8339239.582,8303884
1/11/2025,Nolans South Crusher,0,533532.1786,0
1/11/2025,Operations Administration,407.6388146,16355.23185,0
1/11/2025,Blasting,4368.075318,0,0
1/11/2025,Drilling - Production,109040.184,0,0
1/11/2025,Exploration and Development,363.0469669,0,0
1/11/2025,Geotechnical,5525.559003,0,0
1/11/2025,Grade Control,19002.95282,0,0
1/11/2025,Hauling,729584.7652,0,0
1/11/2025,Light Vehicles,33250.01605,0,0
1/11/2025,Loading,378877.7041,0,0
1/11/2025,Mobile Equipment,242164.7587,0,0
1/11/2025,Rehandling,340012.7314,0,0
1/11/2025,Supplemental Power Supply,1870170.814,0,0
